"","ss_vegetation","yhat"
"1",0,5.33255073828761
"2",0.0184300994873047,5.33427283200528
"3",0.0368601989746094,5.3440803273676
"4",0.055290298461914,5.35586839154505
"5",0.0737203979492187,5.36097256118365
"6",0.0921504974365234,5.36558861561101
"7",0.110580596923828,5.36867854659845
"8",0.129010696411133,5.37344424954659
"9",0.147440795898437,5.38059590563057
"10",0.165870895385742,5.38754290099685
"11",0.184300994873047,5.39316769218108
"12",0.202731094360351,5.39801680810559
"13",0.221161193847656,5.40115786831404
"14",0.239591293334961,5.40483975104804
"15",0.258021392822266,5.41108754786729
"16",0.27645149230957,5.41427889113567
"17",0.294881591796875,5.41527932457637
"18",0.31331169128418,5.41460709832346
"19",0.331741790771484,5.41641873149858
"20",0.350171890258789,5.41900135134548
"21",0.368601989746094,5.42412122882369
"22",0.387032089233398,5.42687085494515
"23",0.405462188720703,5.42658291161259
"24",0.423892288208008,5.42747203704272
"25",0.442322387695312,5.43022036352963
"26",0.460752487182617,5.43236015382589
"27",0.479182586669922,5.42883336397504
"28",0.497612686157226,5.42787044282908
"29",0.516042785644531,5.42587911608254
"30",0.534472885131836,5.42371225754363
"31",0.55290298461914,5.42194613669686
"32",0.571333084106445,5.42177247409163
"33",0.58976318359375,5.42068456312541
"34",0.608193283081054,5.41963233039282
"35",0.626623382568359,5.41898926040594
"36",0.645053482055664,5.41851009005721
"37",0.663483581542968,5.4169680145687
"38",0.681913681030273,5.41640355740015
"39",0.700343780517578,5.41597481479429
"40",0.718773880004883,5.41533626034217
"41",0.737203979492187,5.41478195312152
"42",0.755634078979492,5.41364988626497
"43",0.774064178466797,5.41343773985314
"44",0.792494277954101,5.41280724759291
"45",0.810924377441406,5.41182758222885
"46",0.829354476928711,5.41181925398453
"47",0.847784576416015,5.41178253795011
"48",0.86621467590332,5.41177277134607
"49",0.884644775390625,5.41163760676805
"50",0.903074874877929,5.41164363794259
"51",0.921504974365234,5.41090726438063
